idstate,year,txrate,name,aland,ycoord,xcoord,land,state,price,pop,pop16,cpi,ndi,sales,pimin,comp,ppp,spp,mppp,ipc,ncom,lnprice,lnsales,lncomp,lnndi,lntxrate,lnland,lnpop,lnpop16,lncpi,lnminp,lnsales_lag,lnprice_lag,lnndi_lag,lncomp_lag,lntxrate_lag,lnland_lag,lnpop_lag,lnpop16_lag,lncpi_lag
IL,83,.12,Illinois,143800000000,40.102875,-89.152611,55518.938,14,80.800003,11486,8759.7002,99.599998,11044.618,127.9,66.400002,103841,.81124502,167.7066,.66666669,110.8897,1042.58,-.20918509,5.1222162,6.9494538,4.7085361,-2.1202641,10.92448,9.3488846,9.0779171,4.601162,-.4054651,5.145514,-.3267785,4.6979542,6.9465871,-2.1202641,10.92448,9.3455706,9.0729618,4.5695429
IL,84,.12,Illinois,143800000000,40.102875,-89.152611,55518.938,14,89.599998,11511,8799.2002,103.9,12027.549,124,75.400002,113775,.86236757,162.21519,.72569782,115.7608,1095.043,-.1480736,5.0889239,6.998549,4.7515259,-2.1202641,10.92448,9.351058,9.0824165,4.6434288,-.32062161,5.1222162,-.20918509,4.7085361,6.9494538,-2.1202641,10.92448,9.3488846,9.0779171,4.601162
IL,85,.12,Illinois,143800000000,40.102875,-89.152611,55518.938,14,96.699997,11538,8832.9004,107.6,12644.104,121.6,79.300003,120108,.89869893,158.8403,.7369889,117.5103,1116.245,-.1068073,5.0679002,7.0177259,4.7665262,-2.1202641,10.92448,9.3534012,9.0862389,4.678421,-.30518249,5.0889239,-.1480736,4.7515259,6.998549,-2.1202641,10.92448,9.351058,9.0824165,4.6434288
IL,86,.2,Illinois,143800000000,40.102875,-89.152611,55518.938,14,108.4,11551,8864.7002,109.6,13314.046,118.2,85.400002,127365,.9890511,154.01849,.7791971,121.4785,1162.089,-.0110093,5.0370731,7.0579748,4.799737,-1.6094379,10.92448,9.3545275,9.0898323,4.6968369,-.2494913,5.0679002,-.1068073,4.7665262,7.0177259,-2.1202641,10.92448,9.3534012,9.0862389,4.678421
IL,87,.2,Illinois,143800000000,40.102875,-89.152611,55518.938,14,116.2,11582,8909,113.6,13970.38,109.5,90.5,136140,1.022887,142.3537,.79665488,122.9787,1198.416,.022629401,4.9583149,7.0887561,4.8120108,-1.6094379,10.92448,9.3572073,9.0948172,4.7326841,-.22733361,5.0370731,-.0110093,4.799737,7.0579748,-1.6094379,10.92448,9.3545275,9.0898323,4.6968369
IL,88,.2,Illinois,143800000000,40.102875,-89.152611,55518.938,14,124.1,11614,8961,118.3,15103,107.6,94.400002,147651,1.049028,139.4561,.79797119,127.6669,1248.106,.0478638,4.9377499,7.1293831,4.8494248,-1.6094379,10.92448,9.3599663,9.1006374,4.7732239,-.22568271,4.9583149,.022629401,4.8120108,7.0887561,-1.6094379,10.92448,9.3572073,9.0948172,4.7326841
IL,89,.2,Illinois,143800000000,40.102875,-89.152611,55518.938,14,132.7,11658,9003,124,16060,104.6,103.8,155817,1.070161,135.4467,.83709681,129.5161,1256.589,.067809299,4.9085779,7.1361561,4.8638048,-1.6094379,10.92448,9.3637476,9.1053133,4.820282,-.1778156,4.9377499,.0478638,4.8494248,7.1293831,-1.6094379,10.92448,9.3599663,9.1006374,4.7732239
IL,90,.2,Illinois,143800000000,40.102875,-89.152611,55518.938,14,147.3,11679.5,9019.5996,130.7,17510,94.099998,115.6,165428,1.127008,121.8503,.88446832,133.9709,1265.708,.1195667,4.802794,7.1433868,4.8976231,-1.6094379,10.92448,9.3655901,9.1071548,4.8729048,-.1227687,4.9085779,.067809299,4.8638048,7.1361561,-1.6094379,10.92448,9.3637476,9.1053133,4.820282
IL,91,.30000001,Illinois,143800000000,40.102875,-89.152611,55518.938,14,154.39999,11793.9,9080.0996,136.2,17908,96.099998,120.5,171237,1.1336271,124.8217,.88472837,131.48309,1257.2469,.1254223,4.8268871,7.1366801,4.8788791,-1.2039731,10.92448,9.3753376,9.1138401,4.914124,-.1224746,4.802794,.1195667,4.8976231,7.1433868,-1.6094379,10.92448,9.3655901,9.1071548,4.8729048
IL,92,.30000001,Illinois,143800000000,40.102875,-89.152611,55518.938,14,179.8,11883.8,9138.5,140.3,18914,94.800003,135.8,181259,1.28154,123.2789,.96792579,134.8111,1291.939,.2480621,4.8144488,7.1638989,4.9038739,-1.2039731,10.92448,9.3829317,9.1202517,4.9437828,-.032599799,4.8268871,.1254223,4.8788791,7.1366801,-1.2039731,10.92448,9.3753376,9.1138401,4.914124
IN,63,.039999999,Indiana,92790000000,39.903027,-86.283951,35826.129,15,24.4,4780,3206.7,30.6,2204.3264,138.5,24.1,8865,.79738557,206.4521,.78758168,72.036812,289.7059,-.2264169,5.3300691,5.6688662,4.2771769,-3.2188759,10.48643,8.4721956,8.072998,3.421,-.2387882,,,,,,,,,
IN,64,.039999999,Indiana,92790000000,39.903027,-86.283951,35826.129,15,26,4832,3244.2,31,2344.6111,134.3,25,9598,.83870971,200.03011,.80645162,75.632607,309.61292,-.1758907,5.2984681,5.735323,4.3258882,-3.2188759,10.48643,8.483016,8.0846243,3.4339869,-.2151114,5.3300691,-.2264169,4.2771769,5.6688662,-3.2188759,10.48643,8.4721956,8.072998,3.421
IN,65,.059999999,Indiana,92790000000,39.903027,-86.283951,35826.129,15,26,4893,3296.8999,31.5,2562.2585,135.3,24.5,10479,.82539678,200.80161,.77777779,81.341537,332.66669,-.191891,5.3023181,5.8071408,4.3986568,-2.813411,10.48643,8.4955606,8.1007376,3.4499879,-.2513144,5.2984681,-.1758907,4.3258882,5.735323,-3.2188759,10.48643,8.483016,8.0846243,3.4339869
IN,66,.059999999,Indiana,92790000000,39.903027,-86.283951,35826.129,15,28.799999,4973,3365.1001,32.400002,2702.5432,132.10001,24.700001,11642,.88888878,195.2195,.76234567,83.411827,359.32101,-.1177831,5.2741251,5.8842158,4.42379,-2.813411,10.48643,8.5117788,8.121213,3.478158,-.27135521,5.3023181,-.191891,4.3986568,5.8071408,-2.813411,10.48643,8.4955606,8.1007376,3.4499879
IN,67,.059999999,Indiana,92790000000,39.903027,-86.283951,35826.129,15,29.1,5012,3411.1001,33.400002,2784.0322,134.8,25,12154,.87125748,198.06441,.74850303,83.354263,363.89221,-.1378177,5.2885919,5.8968582,4.4231,-2.813411,10.48643,8.5195904,8.1347904,3.5085559,-.28968009,5.2741251,-.1177831,4.42379,5.8842158,-2.813411,10.48643,8.5117788,8.121213,3.478158
IN,68,.059999999,Indiana,92790000000,39.903027,-86.283951,35826.129,15,29.799999,5065,3472.5,34.799999,2970.7346,134.3,26.299999,13266,.85632181,195.8904,.75574708,85.365936,381.20691,-.155109,5.277555,5.9433422,4.4469471,-2.813411,10.48643,8.5301094,8.1526299,3.5496171,-.2800484,5.2885919,-.1378177,4.4231,5.8968582,-2.813411,10.48643,8.5195904,8.1347904,3.5085559
IN,69,.059999999,Indiana,92790000000,39.903027,-86.283951,35826.129,15,29.700001,5118,3514.8,36.700001,3194.5713,132.89999,27,14574,.8092643,193.5195,.73569483,87.04554,397.11169,-.2116297,5.265378,5.9842181,4.4664321,-2.813411,10.48643,8.5405188,8.1647377,3.602777,-.3069399,5.277555,-.155109,4.4469471,5.9433422,-2.813411,10.48643,8.5301094,8.1526299,3.5496171
IN,70,.059999999,Indiana,92790000000,39.903027,-86.283951,35826.129,15,30.6,5193,3616.5,38.799999,3304.9421,134.60001,28.299999,15037,.78865981,193.2747,.72938138,85.178917,387.55151,-.2374202,5.264112,5.9598489,4.4447541,-2.813411,10.48643,8.5550671,8.1932621,3.6584201,-.3155584,5.265378,-.2116297,4.4664321,5.9842181,-2.813411,10.48643,8.5405188,8.1647377,3.602777
IN,71,.059999999,Indiana,92790000000,39.903027,-86.283951,35826.129,15,32.200001,5239,3681.7,40.5,3570.0391,139.3,30.1,16030,.79506183,198.22169,.7432099,88.149109,395.80249,-.2293355,5.2893858,5.9809151,4.4790301,-2.813411,10.48643,8.5638857,8.2111301,3.7013021,-.2967768,5.264112,-.2374202,4.4447541,5.9598489,-2.813411,10.48643,8.5550671,8.1932621,3.6584201
IN,72,.059999999,Indiana,92790000000,39.903027,-86.283951,35826.129,15,32.5,5278,3743.1001,41.799999,3812.4426,149.2,30.6,17853,.77751201,210.3811,.73205751,91.206757,427.10529,-.25165629,5.3489208,6.0570312,4.5131292,-2.813411,10.48643,8.5713024,8.2276697,3.7328961,-.31189629,5.2893858,-.2293355,4.4790301,5.9809151,-2.813411,10.48643,8.5638857,8.2111301,3.7013021
IN,73,.059999999,Indiana,92790000000,39.903027,-86.283951,35826.129,15,32.900002,5304,3794.8999,44.400002,4427.2197,156,30.6,20138,.740991,218.0358,.6891892,99.712151,453.5585,-.29976681,5.3846588,6.117125,4.6022878,-2.813411,10.48643,8.5762167,8.2414131,3.7932401,-.37223941,5.3489208,-.25165629,4.5131292,6.0570312,-2.813411,10.48643,8.5713024,8.2276697,3.7328961
IN,74,.059999999,Indiana,92790000000,39.903027,-86.283951,35826.129,15,34.5,5318,3840,49.299999,4611.8589,159.60001,31.5,21742,.69979721,221.0294,.63894522,93.546837,441.01419,-.3569648,5.3982959,6.089077,4.5384622,-2.813411,10.48643,8.5788527,8.2532272,3.8979239,-.44793659,5.3846588,-.29976681,4.6022878,6.117125,-2.813411,10.48643,8.5762167,8.2414131,3.7932401
IN,75,.059999999,Indiana,92790000000,39.903027,-86.283951,35826.129,15,36.700001,5312,3869.8,53.799999,5024.4609,162.39999,33.299999,22372,.68215609,222.92329,.61895913,93.391472,415.8364,-.38249671,5.4068279,6.030292,4.5367999,-2.813411,10.48643,8.5777245,8.2609577,3.9852729,-.479716,5.3982959,-.3569648,4.5384622,6.089077,-2.813411,10.48643,8.5788527,8.2532272,3.8979239
IN,76,.059999999,Indiana,92790000000,39.903027,-86.283951,35826.129,15,38.700001,5326,3912,56.900002,5521.6465,166.60001,36,25498,.68014061,226.8179,.63268888,97.041237,448.11951,-.3854557,5.4241481,6.1050601,4.5751362,-2.813411,10.48643,8.5803556,8.2718039,4.041296,-.4577764,5.4068279,-.38249671,4.5367999,6.030292,-2.813411,10.48643,8.5777245,8.2609577,3.9852729
IN,77,.059999999,Indiana,92790000000,39.903027,-86.283951,35826.129,15,40.599998,5352,3960,60.599998,6012.6431,173,36.900002,28815,.669967,233.8121,.60891092,99.218536,475.49509,-.40052679,5.4545178,6.1643572,4.5973248,-2.813411,10.48643,8.5852261,8.2839994,4.1042948,-.49608329,5.4241481,-.3854557,4.5751362,6.1050601,-2.813411,10.48643,8.5803556,8.2718039,4.041296
IN,78,.105,Indiana,92790000000,39.903027,-86.283951,35826.129,15,50,5387,4013.7,65.199997,6663.5225,150.89999,41.400002,32488,.76687121,202.5309,.63496941,102.2013,498.2822,-.26543641,5.3108931,6.2111669,4.6269441,-2.2537949,10.48643,8.5917435,8.2974691,4.1774588,-.45417851,5.4545178,-.40052679,4.5973248,6.1643572,-2.813411,10.48643,8.5852261,8.2839994,4.1042948
IN,79,.105,Indiana,92790000000,39.903027,-86.283951,35826.129,15,52.5,5400,4045.3999,72.599998,7358.7573,148.89999,43.400002,35848,.72314048,198.75909,.5977962,101.3603,493.77411,-.32415169,5.2920928,6.2020779,4.618681,-2.2537949,10.48643,8.5941544,8.305336,4.284965,-.51450539,5.3108931,-.26543641,4.6269441,6.2111669,-2.2537949,10.48643,8.5917435,8.2974691,4.1774588
IN,80,.105,Indiana,92790000000,39.903027,-86.283951,35826.129,15,53.700001,5490,4103.8999,82.400002,7760.0127,146.89999,46.299999,37084,.65169901,196.5157,.56189322,94.174911,450.04849,-.4281725,5.2807431,6.109355,4.5451541,-2.2537949,10.48643,8.6106834,8.3196926,4.4115849,-.57644361,5.2920928,-.32415169,4.618681,6.2020779,-2.2537949,10.48643,8.5941544,8.305336,4.284965
IN,81,.105,Indiana,92790000000,39.903027,-86.283951,35826.129,15,58.299999,5468,4102,90.900002,8407.7979,148.5,49.400002,40117,.6413641,197.95171,.54345429,92.495033,441.33109,-.44415799,5.288023,6.0897961,4.5271549,-2.2537949,10.48643,8.6066685,8.3192301,4.5097599,-.60980958,5.2807431,-.4281725,4.5451541,6.109355,-2.2537949,10.48643,8.6106834,8.3196926,4.4115849
IN,82,.105,Indiana,92790000000,39.903027,-86.283951,35826.129,15,65.099998,5471,4115.3999,96.5,8612.0361,147.7,56.299999,40271,.67461139,196.3519,.58341968,89.243896,417.3161,-.39361849,5.2799091,6.033844,4.4913731,-2.2537949,10.48643,8.6072168,8.3224916,4.5695429,-.53884852,5.288023,-.44415799,4.5271549,6.0897961,-2.2537949,10.48643,8.6066685,8.3192301,4.5097599
IN,83,.105,Indiana,92790000000,39.903027,-86.283951,35826.129,15,75.699997,5479,4134.6001,99.599998,9060.7402,143,66.400002,42134,.76004022,189.4977,.66666669,90.971291,423.0321,-.27438399,5.2443771,6.0474482,4.5105438,-2.2537949,10.48643,8.6086779,8.3271456,4.601162,-.4054651,5.2799091,-.39361849,4.4913731,6.033844,-2.2537949,10.48643,8.6072168,8.3224916,4.5695429
IN,84,.105,Indiana,92790000000,39.903027,-86.283951,35826.129,15,85.199997,5498,4164.3999,103.9,10077.805,137.8,75.400002,46006,.82001919,181.9288,.72569782,96.995232,442.79111,-.1984275,5.2036161,6.0930982,4.5746622,-2.2537949,10.48643,8.6121397,8.3343277,4.6434288,-.32062161,5.2443771,-.27438399,4.5105438,6.0474482,-2.2537949,10.48643,8.6086779,8.3271456,4.601162
IN,85,.105,Indiana,92790000000,39.903027,-86.283951,35826.129,15,88.800003,5500,4186.3999,107.6,10502.784,135.3,79.300003,48669,.82527888,177.7542,.7369889,97.60952,452.31409,-.1920339,5.1804008,6.114377,4.5809751,-2.2537949,10.48643,8.6125031,8.3395967,4.678421,-.30518249,5.2036161,-.1984275,4.5746622,6.0930982,-2.2537949,10.48643,8.6121397,8.3343277,4.6434288
IN,86,.105,Indiana,92790000000,39.903027,-86.283951,35826.129,15,93.599998,5503,4211.3999,109.6,11140.255,137.60001,85.400002,51405,.85401458,179.8008,.7791971,101.6447,469.02371,-.15780701,5.1918492,6.1506529,4.6214828,-2.2537949,10.48643,8.6130486,8.3455505,4.6968369,-.2494913,5.1804008,-.1920339,4.5809751,6.114377,-2.2537949,10.48643,8.6125031,8.3395967,4.678421
IN,87,.105,Indiana,92790000000,39.903027,-86.283951,35826.129,15,100.1,5531,4244,113.6,11803.513,134,90.5,55166,.88116199,174.6357,.79665488,103.9042,485.61621,-.12651379,5.1627021,6.1854191,4.6434689,-2.2537949,10.48643,8.618124,8.3532619,4.7326841,-.22733361,5.1918492,-.15780701,4.6214828,6.1506529,-2.2537949,10.48643,8.6130486,8.3455505,4.6968369
IN,88,.155,Indiana,92790000000,39.903027,-86.283951,35826.129,15,109.3,5556,4275,118.3,12638,134,94.400002,59715,.92392218,174.153,.79797119,106.8301,504.776,-.079127401,5.159934,6.2241149,4.6712399,-1.8643301,10.48643,8.6226339,8.3605394,4.7732239,-.22568271,5.1627021,-.12651379,4.6434689,6.1854191,-2.2537949,10.48643,8.618124,8.3532619,4.7326841
IN,89,.155,Indiana,92790000000,39.903027,-86.283951,35826.129,15,119,5593,4301,124,13451,132.5,103.8,63532,.9596774,172.3024,.83709681,108.4758,512.35492,-.041158099,5.149251,6.239017,4.6865268,-1.8643301,10.48643,8.6292725,8.3666029,4.820282,-.1778156,5.159934,-.079127401,4.6712399,6.2241149,-1.8643301,10.48643,8.6226339,8.3605394,4.7732239
IN,90,.155,Indiana,92790000000,39.903027,-86.283951,35826.129,15,130.8,5613.2002,4316.6001,130.7,14441,128.3,115.6,67227,1.000765,166.8382,.88446832,110.4897,514.36108,.0007649,5.1170239,6.2429261,4.7049222,-1.8643301,10.48643,8.6328764,8.370223,4.8729048,-.1227687,5.149251,-.041158099,4.6865268,6.239017,-1.8643301,10.48643,8.6292725,8.3666029,4.820282
IN,91,.155,Indiana,92790000000,39.903027,-86.283951,35826.129,15,135.8,5680.1001,4373.5,136.2,14773,127.2,120.5,70267,.99706322,165.20151,.88472837,108.4655,515.91052,-.0029412,5.1071658,6.2459331,4.6864319,-1.8643301,10.48643,8.6447239,8.3833189,4.914124,-.1224746,5.1170239,.0007649,4.7049222,6.2429261,-1.8643301,10.48643,8.6328764,8.370223,4.8729048
IN,92,.155,Indiana,92790000000,39.903027,-86.283951,35826.129,15,153.5,5732.7002,4430.3999,140.3,15882,128.2,135.8,75192,1.094084,165.8839,.96792579,113.2003,535.93732,.089917503,5.1112881,6.2840171,4.7291579,-1.8643301,10.48643,8.6539421,8.396245,4.9437828,-.032599799,5.1071658,-.0029412,4.6864319,6.2459331,-1.8643301,10.48643,8.6447239,8.3833189,4.914124
IA,63,.039999999,Iowa,144700000000,42.070023,-93.493347,55857.129,16,26.4,2758,1880.7,30.6,2153.0144,114.9,25.4,3641,.86274499,168.498,.83006531,70.359947,118.9869,-.1476361,5.126924,4.7790141,4.253624,-3.2188759,10.93055,7.9222612,7.5393991,3.421,-.1862509,,,,,,,,,
IA,64,.050000001,Iowa,144700000000,42.070023,-93.493347,55857.129,16,27.9,2763,1889.4,31,2280.5627,109.7,25.6,3878,.89999998,160.42191,.82580638,73.566544,125.0968,-.1053605,5.0778069,4.8290882,4.2981901,-2.9957321,10.93055,7.9240718,7.544014,3.4339869,-.1913949,5.126924,-.1476361,4.253624,4.7790141,-3.2188759,10.93055,7.9222612,7.5393991,3.421
IA,65,.050000001,Iowa,144700000000,42.070023,-93.493347,55857.129,16,28.1,2758,1897.1,31.5,2537.7,116,26.1,4160,.8920635,168.64059,.82857138,80.561897,132.06351,-.114218,5.127769,4.8832831,4.3890262,-2.9957321,10.93055,7.9222612,7.5480819,3.4499879,-.18805221,5.0778069,-.1053605,4.2981901,4.8290882,-2.9957321,10.93055,7.9240718,7.544014,3.4339869
IA,66,.079999998,Iowa,144700000000,42.070023,-93.493347,55857.129,16,31.6,2764,1912.5,32.400002,2722.3899,108.2,26.200001,4674,.9753086,156.3737,.80864203,84.024384,144.2592,-.0250013,5.052249,4.971612,4.431107,-2.5257289,10.93055,7.9244342,7.5561671,3.478158,-.21239901,5.127769,-.114218,4.3890262,4.8832831,-2.9957321,10.93055,7.9222612,7.5480819,3.4499879
IA,67,.079999998,Iowa,144700000000,42.070023,-93.493347,55857.129,16,32,2772,1930.8,33.400002,2744.8384,113.7,27.5,5012,.95808381,163.23621,.82335317,82.180794,150.05991,-.042819999,5.0951982,5.011034,4.4089222,-2.5257289,10.93055,7.9273238,7.56569,3.5085559,-.19437,5.052249,-.0250013,4.431107,4.971612,-2.5257289,10.93055,7.9244342,7.5561671,3.478158
IA,68,.1,Iowa,144700000000,42.070023,-93.493347,55857.129,16,36.299999,2775,1950.1,34.799999,2918.304,109.2,29.200001,5448,1.043103,155.392,.83908051,83.859306,156.5517,.042200401,5.0459509,5.0533872,4.429141,-2.3025849,10.93055,7.9284058,7.5756359,3.5496171,-.1754486,5.0951982,-.042819999,4.4089222,5.011034,-2.5257289,10.93055,7.9273238,7.56569,3.5085559
IA,69,.1,Iowa,144700000000,42.070023,-93.493347,55857.129,16,36,2781,1963.6,36.700001,3165.2373,107.9,29.9,5957,.98092639,152.81619,.8147139,86.246246,162.3161,-.019257899,5.0292358,5.0895448,4.4572072,-2.3025849,10.93055,7.9305658,7.5825348,3.602777,-.2049183,5.0459509,.042200401,4.429141,5.0533872,-2.3025849,10.93055,7.9284058,7.5756359,3.5496171
IA,70,.1,Iowa,144700000000,42.070023,-93.493347,55857.129,16,37.700001,2825,2000.2,38.799999,3369.3145,108.5,33.900002,6412,.97164953,153.24091,.87371141,86.838013,165.25771,-.0287601,5.032012,5.1075058,4.464045,-2.3025849,10.93055,7.9462638,7.6010022,3.6584201,-.13500521,5.0292358,-.019257899,4.4572072,5.0895448,-2.3025849,10.93055,7.9305658,7.5825348,3.602777
IA,71,.13,Iowa,144700000000,42.070023,-93.493347,55857.129,16,38.5,2849,2036.8,40.5,3507.0667,108.4,34.700001,6882,.95061731,151.6259,.85679013,86.594238,169.9259,-.050643701,5.0214162,5.1353631,4.4612331,-2.040221,10.93055,7.9547229,7.6191349,3.7013021,-.15456229,5.032012,-.0287601,4.464045,5.1075058,-2.3025849,10.93055,7.9462638,7.6010022,3.6584201
IA,72,.13,Iowa,144700000000,42.070023,-93.493347,55857.129,16,41.900002,2856,2062.8,41.799999,3892.7725,109.4,37.700001,7484,1.0023921,151.4671,.90191388,93.128532,179.04311,.0023896,5.0203691,5.1876259,4.5339799,-2.040221,10.93055,7.9571772,7.6318202,3.7328961,-.1032362,5.0214162,-.050643701,4.4612331,5.1353631,-2.040221,10.93055,7.9547229,7.6191349,3.7013021
IA,73,.13,Iowa,144700000000,42.070023,-93.493347,55857.129,16,41.900002,2858,2084,44.400002,4829.4868,110.6,37.700001,8510,.9436937,151.677,.8490991,108.7722,191.6667,-.0579536,5.0217528,5.2557578,4.6892562,-2.040221,10.93055,7.9578772,7.642045,3.7932401,-.1635794,5.0203691,.0023896,4.5339799,5.1876259,-2.040221,10.93055,7.9571772,7.6318202,3.7328961
IA,74,.13,Iowa,144700000000,42.070023,-93.493347,55857.129,16,43.200001,2861,2108.1001,49.299999,4793.7734,116.1,38,9699,.87626779,157.5647,.77079111,97.236794,196.7343,-.13208351,5.0598359,5.2818542,4.5771489,-2.040221,10.93055,7.9589272,7.653543,3.8979239,-.26033789,5.0217528,-.0579536,4.6892562,5.2557578,-2.040221,10.93055,7.9578772,7.642045,3.7932401
IA,75,.13,Iowa,144700000000,42.070023,-93.493347,55857.129,16,45.400002,2873,2137,53.799999,5289.6812,120.5,42.799999,10615,.84386623,162.00121,.79553902,98.321213,197.30479,-.1697613,5.087604,5.28475,4.5882401,-2.040221,10.93055,7.9631119,7.6671581,3.9852729,-.2287354,5.0598359,-.13208351,4.5771489,5.2818542,-2.040221,10.93055,7.9589272,7.653543,3.8979239
IA,76,.13,Iowa,144700000000,42.070023,-93.493347,55857.129,16,47.799999,2894,2172.7,56.900002,5794.772,124.4,44.700001,12019,.84007019,165.6987,.78558868,101.8413,211.23019,-.1742698,5.1101708,5.3529491,4.6234159,-2.040221,10.93055,7.9703951,7.6837258,4.041296,-.2413218,5.087604,-.1697613,4.5882401,5.28475,-2.040221,10.93055,7.9631119,7.6671581,3.9852729
IA,77,.13,Iowa,144700000000,42.070023,-93.493347,55857.129,16,49.400002,2903,2195.8,60.599998,6047.8276,125.5,45.900002,13511,.81518161,165.91969,.75742579,99.799141,222.9538,-.20434441,5.1115041,5.4069648,4.603159,-2.040221,10.93055,7.9734998,7.6943021,4.1042948,-.27782971,5.1101708,-.1742698,4.6234159,5.3529491,-2.040221,10.93055,7.9703951,7.6837258,4.041296
IA,78,.13,Iowa,144700000000,42.070023,-93.493347,55857.129,16,54.599998,2906,2213.1001,65.199997,7016.1743,127.1,49.900002,15043,.83742332,166.8938,.76533753,107.61,230.7209,-.17742559,5.1173568,5.4412088,4.678514,-2.040221,10.93055,7.9745331,7.7021489,4.1774588,-.26743841,5.1115041,-.20434441,4.603159,5.4069648,-2.040221,10.93055,7.9734998,7.6943021,4.1042948
IA,79,.13,Iowa,144700000000,42.070023,-93.493347,55857.129,16,56.400002,2902,2219.8999,72.599998,7617.1816,124.2,52.200001,16849,.77685952,162.3625,.71900833,104.9199,232.0799,-.25249571,5.0898309,5.447082,4.6531968,-2.040221,10.93055,7.973155,7.7052169,4.284965,-.32988241,5.1173568,-.17742559,4.678514,5.4412088,-2.040221,10.93055,7.9745331,7.7021489,4.1774588
IA,80,.13,Iowa,144700000000,42.070023,-93.493347,55857.129,16,58.799999,2913,2213.1001,82.400002,7957.9902,124.6,57.299999,18015,.71359217,164.0051,.69538832,96.577553,218.6286,-.33744359,5.0998979,5.3873739,4.5703459,-2.040221,10.93055,7.9769392,7.7021489,4.4115849,-.36328489,5.0898309,-.25249571,4.6531968,5.447082,-2.040221,10.93055,7.973155,7.7052169,4.284965
IA,81,.13,Iowa,144700000000,42.070023,-93.493347,55857.129,16,61.400002,2899,2206.3999,90.900002,8951.8467,132.89999,59.900002,19183,.67546761,174.618,.65896589,98.480164,211.0341,-.3923502,5.162601,5.3520198,4.5898552,-2.040221,10.93055,7.9721208,7.6991181,4.5097599,-.4170835,5.0998979,-.33744359,4.5703459,5.3873739,-2.040221,10.93055,7.9769392,7.7021489,4.4115849
IA,82,.18000001,Iowa,144700000000,42.070023,-93.493347,55857.129,16,72.800003,2905,2212.2,96.5,9118.1689,116.2,64.699997,19213,.75440419,152.59061,.6704663,94.4888,199.0984,-.281827,5.0277591,5.2937989,4.548481,-1.714798,10.93055,7.9741888,7.7017431,4.5695429,-.39978179,5.162601,-.3923502,4.5898552,5.3520198,-2.040221,10.93055,7.9721208,7.6991181,4.5097599
IA,83,.18000001,Iowa,144700000000,42.070023,-93.493347,55857.129,16,84,2905,2216,99.599998,9124.292,115.6,74.800003,19785,.84337348,151.5424,.75100398,91.60936,198.64461,-.1703454,5.020865,5.2915168,4.5175328,-1.714798,10.93055,7.9741888,7.7034588,4.601162,-.28634429,5.0277591,-.281827,4.548481,5.2937989,-1.714798,10.93055,7.9741888,7.7017431,4.5695429
IA,84,.18000001,Iowa,144700000000,42.070023,-93.493347,55857.129,16,93.300003,2910,2218.8999,103.9,10180.391,111.2,84.800003,21062,.89797878,145.8344,.81616938,97.982582,202.7141,-.1076088,4.9824719,5.3117971,4.5847902,-1.714798,10.93055,7.9759078,7.7047672,4.6434288,-.2031333,5.020865,-.1703454,4.5175328,5.2915168,-1.714798,10.93055,7.9741888,7.7034588,4.601162
IA,85,.18000001,Iowa,144700000000,42.070023,-93.493347,55857.129,16,99.5,2880,2209.3,107.6,10668.136,109.4,92.300003,21659,.92472118,142.61169,.85780668,99.146248,201.29179,-.078263,4.960125,5.3047562,4.5965958,-1.714798,10.93055,7.9655461,7.7004309,4.678421,-.1533764,4.9824719,-.1076088,4.5847902,5.3117971,-1.714798,10.93055,7.9759078,7.7047672,4.6434288
IA,86,.25999999,Iowa,144700000000,42.070023,-93.493347,55857.129,16,104.8,2850,2195.8,109.6,11155.88,104.1,101.9,22334,.95620441,135.11481,.92974448,101.7872,203.7774,-.0447836,4.9061251,5.317028,4.6228852,-1.347074,10.93055,7.9550738,7.6943021,4.6968369,-.072845399,4.960125,-.078263,4.5965958,5.3047562,-1.714798,10.93055,7.9655461,7.7004309,4.678421
IA,87,.25999999,Iowa,144700000000,42.070023,-93.493347,55857.129,16,117.1,2834,2190,113.6,11623.217,101.1,108.5,23921,1.03081,130.8299,.95510572,102.317,210.5722,.030344799,4.873898,5.3498292,4.6280761,-1.347074,10.93055,7.9494438,7.6916571,4.7326841,-.045933299,4.9061251,-.0447836,4.6228852,5.317028,-1.347074,10.93055,7.9550738,7.6943021,4.6968369
IA,88,.34,Iowa,144700000000,42.070023,-93.493347,55857.129,16,124.2,2834,2203,118.3,12213,100.2,114.6,25843,1.049873,128.89999,.96872348,103.2375,218.45309,.048669301,4.8590369,5.3865709,4.637033,-1.07881,10.93055,7.9494438,7.697576,4.7732239,-.031776,4.873898,.030344799,4.6280761,5.3498292,-1.347074,10.93055,7.9494438,7.6916571,4.7326841
IA,89,.31,Iowa,144700000000,42.070023,-93.493347,55857.129,16,145.10001,2840,2209,124,13138,94.400002,118.9,27607,1.170161,121.3653,.95887101,105.9516,222.6371,.1571417,4.7988052,5.4055429,4.662982,-1.171183,10.93055,7.95156,7.700295,4.820282,-.041998699,4.8590369,.048669301,4.637033,5.3865709,-1.07881,10.93055,7.9494438,7.697576,4.7732239
